Index	Date	Time	Readings (°F)	Type
1	9/28/2013	1:24:00 PM	62.4	
2	9/28/2013	1:59:00 PM	37.6	
3	9/28/2013	2:34:00 PM	36.7	
4	9/28/2013	3:09:00 PM	36	
5	9/28/2013	3:44:00 PM	35.8	
6	9/28/2013	4:19:00 PM	36.2	
7	9/28/2013	4:54:00 PM	36.5	
8	9/28/2013	5:29:00 PM	35.7	
9	9/28/2013	6:04:00 PM	34.8	
10	9/28/2013	6:39:00 PM	34.5	
11	9/28/2013	7:14:00 PM	34.2	
12	9/28/2013	7:49:00 PM	34.8	
13	9/28/2013	8:24:00 PM	34	
14	9/28/2013	8:59:00 PM	33.9	
15	9/28/2013	9:34:00 PM	33.9	
16	9/28/2013	10:09:00 PM	33.8	
17	9/28/2013	10:44:00 PM	33.8	
18	9/28/2013	11:19:00 PM	33.7	
19	9/28/2013	11:54:00 PM	33.7	
20	9/29/2013	12:29:00 AM	33.5	
21	9/29/2013	1:04:00 AM	33.5	
22	9/29/2013	1:39:00 AM	33.2	
23	9/29/2013	2:14:00 AM	33.3	
24	9/29/2013	2:49:00 AM	33.1	
25	9/29/2013	3:24:00 AM	33.2	
26	9/29/2013	3:59:00 AM	33	
27	9/29/2013	4:34:00 AM	33	
28	9/29/2013	5:09:00 AM	32.9	
29	9/29/2013	5:44:00 AM	32.7	
30	9/29/2013	6:19:00 AM	32.8	
31	9/29/2013	6:54:00 AM	32.7	
32	9/29/2013	7:29:00 AM	32.8	
33	9/29/2013	8:04:00 AM	33	
34	9/29/2013	8:39:00 AM	33.1	
35	9/29/2013	9:14:00 AM	33.4	
36	9/29/2013	9:49:00 AM	33.7	
37	9/29/2013	10:24:00 AM	34.3	
38	9/29/2013	10:59:00 AM	34.7	
39	9/29/2013	11:34:00 AM	34.8	
40	9/29/2013	12:09:00 PM	35.2	
41	9/29/2013	12:44:00 PM	35.7	
42	9/29/2013	1:19:00 PM	36.1	
43	9/29/2013	1:54:00 PM	36.2	
44	9/29/2013	2:29:00 PM	36.5	
45	9/29/2013	3:04:00 PM	36.9	
46	9/29/2013	3:39:00 PM	37	
47	9/29/2013	4:14:00 PM	37	
48	9/29/2013	4:49:00 PM	37.2	
49	9/29/2013	5:24:00 PM	37	
50	9/29/2013	5:59:00 PM	37.6	
51	9/29/2013	6:34:00 PM	36.9	
52	9/29/2013	7:09:00 PM	36.7	
53	9/29/2013	7:44:00 PM	36.7	
54	9/29/2013	8:19:00 PM	36.7	
55	9/29/2013	8:54:00 PM	36.6	
56	9/29/2013	9:29:00 PM	36.1	
57	9/29/2013	10:04:00 PM	35.8	
58	9/29/2013	10:39:00 PM	35.9	
59	9/29/2013	11:14:00 PM	35.7	
60	9/29/2013	11:49:00 PM	35.3	
61	9/30/2013	12:24:00 AM	35.2	
62	9/30/2013	12:59:00 AM	34.8	
63	9/30/2013	1:34:00 AM	34.8	
64	9/30/2013	2:09:00 AM	34.4	
65	9/30/2013	2:44:00 AM	34.7	
66	9/30/2013	3:19:00 AM	34.4	
67	9/30/2013	3:54:00 AM	34.2	
68	9/30/2013	4:29:00 AM	34.2	
69	9/30/2013	5:04:00 AM	34.3	
70	9/30/2013	5:39:00 AM	34.2	
71	9/30/2013	6:14:00 AM	34	
72	9/30/2013	6:49:00 AM	33.6	
73	9/30/2013	7:24:00 AM	33.8	
74	9/30/2013	7:59:00 AM	33.6	
75	9/30/2013	8:34:00 AM	33.6	
76	9/30/2013	9:09:00 AM	34.1	
77	9/30/2013	9:44:00 AM	34.8	
78	9/30/2013	10:19:00 AM	34.9	
79	9/30/2013	10:54:00 AM	35.1	
80	9/30/2013	11:29:00 AM	35.6	
81	9/30/2013	12:04:00 PM	35.9	
82	9/30/2013	12:39:00 PM	36.5	
83	9/30/2013	1:14:00 PM	36.6	
84	9/30/2013	1:49:00 PM	37.1	
85	9/30/2013	2:24:00 PM	37.7	
86	9/30/2013	2:59:00 PM	38.5	
87	9/30/2013	3:34:00 PM	38.3	
88	9/30/2013	4:09:00 PM	38.8	
89	9/30/2013	4:44:00 PM	38.5	
90	9/30/2013	5:19:00 PM	38	
91	9/30/2013	5:54:00 PM	37.5	
92	9/30/2013	6:29:00 PM	37.3	
93	9/30/2013	7:04:00 PM	36.9	
94	9/30/2013	7:39:00 PM	36.8	
95	9/30/2013	8:14:00 PM	36.9	
96	9/30/2013	8:49:00 PM	36.9	
97	9/30/2013	9:24:00 PM	36.5	
98	9/30/2013	9:59:00 PM	36.2	
99	9/30/2013	10:34:00 PM	36.1	
100	9/30/2013	11:09:00 PM	35.9	
101	9/30/2013	11:44:00 PM	35.8	
102	10/1/2013	12:19:00 AM	35.7	
103	10/1/2013	12:54:00 AM	35.9	
104	10/1/2013	1:29:00 AM	35.7	
105	10/1/2013	2:04:00 AM	35.7	
106	10/1/2013	2:39:00 AM	35.6	
107	10/1/2013	3:14:00 AM	35.4	
108	10/1/2013	3:49:00 AM	35.4	
