Index	Date	Time	Readings (°F)	Type
1	9/29/2013	8:00:00 AM	32.1	
2	9/29/2013	8:35:00 AM	32.4	
3	9/29/2013	9:10:00 AM	32.6	
4	9/29/2013	9:45:00 AM	32.8	
5	9/29/2013	10:20:00 AM	33.2	
6	9/29/2013	10:55:00 AM	33.4	
7	9/29/2013	11:30:00 AM	33.6	
8	9/29/2013	12:05:00 PM	33.7	
9	9/29/2013	12:40:00 PM	33.9	
10	9/29/2013	1:15:00 PM	34.3	
11	9/29/2013	1:50:00 PM	34.5	
12	9/29/2013	2:25:00 PM	34.6	
13	9/29/2013	3:00:00 PM	34.7	
14	9/29/2013	3:35:00 PM	35	
15	9/29/2013	4:10:00 PM	35.2	
16	9/29/2013	4:45:00 PM	34.9	
17	9/29/2013	5:20:00 PM	34.9	
18	9/29/2013	5:55:00 PM	34.6	
19	9/29/2013	6:30:00 PM	34.5	
20	9/29/2013	7:05:00 PM	34	
21	9/29/2013	7:40:00 PM	33.8	
22	9/29/2013	8:15:00 PM	33.7	
23	9/29/2013	8:50:00 PM	33.5	
24	9/29/2013	9:25:00 PM	33.3	
25	9/29/2013	10:00:00 PM	33.2	
26	9/29/2013	10:35:00 PM	33.1	
27	9/29/2013	11:10:00 PM	32.9	
28	9/29/2013	11:45:00 PM	32.8	
29	9/30/2013	12:20:00 AM	32.6	
30	9/30/2013	12:55:00 AM	32.5	
31	9/30/2013	1:30:00 AM	32.4	
32	9/30/2013	2:05:00 AM	32.4	
33	9/30/2013	2:40:00 AM	32.3	
34	9/30/2013	3:15:00 AM	32.2	
35	9/30/2013	3:50:00 AM	32	
36	9/30/2013	4:25:00 AM	32	
37	9/30/2013	5:00:00 AM	31.9	
38	9/30/2013	5:35:00 AM	31.9	
39	9/30/2013	6:10:00 AM	31.9	
40	9/30/2013	6:45:00 AM	31.7	
41	9/30/2013	7:20:00 AM	31.7	
42	9/30/2013	7:55:00 AM	31.8	
43	9/30/2013	8:30:00 AM	32	
44	9/30/2013	9:05:00 AM	32.3	
45	9/30/2013	9:40:00 AM	33	
46	9/30/2013	10:15:00 AM	33.3	
47	9/30/2013	10:50:00 AM	33.1	
48	9/30/2013	11:25:00 AM	33.8	
49	9/30/2013	12:00:00 PM	34.2	
50	9/30/2013	12:35:00 PM	34.4	
51	9/30/2013	1:10:00 PM	34.7	
52	9/30/2013	1:45:00 PM	35.1	
53	9/30/2013	2:20:00 PM	35.3	
54	9/30/2013	2:55:00 PM	35.2	
55	9/30/2013	3:30:00 PM	35.2	
56	9/30/2013	4:05:00 PM	35.1	
57	9/30/2013	4:40:00 PM	35.1	
58	9/30/2013	5:15:00 PM	35	
59	9/30/2013	5:50:00 PM	34.7	
60	9/30/2013	6:25:00 PM	34.5	
61	9/30/2013	7:00:00 PM	34	
62	9/30/2013	7:35:00 PM	33.8	
63	9/30/2013	8:10:00 PM	34	
64	9/30/2013	8:45:00 PM	34.4	
65	9/30/2013	9:20:00 PM	34.1	
66	9/30/2013	9:55:00 PM	34.1	
67	9/30/2013	10:30:00 PM	34	
68	9/30/2013	11:05:00 PM	34	
69	9/30/2013	11:40:00 PM	34	
70	10/1/2013	12:15:00 AM	33.9	
71	10/1/2013	12:50:00 AM	33.8	
72	10/1/2013	1:25:00 AM	33.7	
73	10/1/2013	2:00:00 AM	33.5	
74	10/1/2013	2:35:00 AM	33.5	
75	10/1/2013	3:10:00 AM	33.5	
76	10/1/2013	3:45:00 AM	33.5	
77	10/1/2013	4:20:00 AM	33.4	
78	10/1/2013	4:55:00 AM	33.5	
79	10/1/2013	5:30:00 AM	33.5	
80	10/1/2013	6:05:00 AM	33.5	
81	10/1/2013	6:40:00 AM	33.4	
82	10/1/2013	7:15:00 AM	33.4	
83	10/1/2013	7:50:00 AM	33.5	
84	10/1/2013	8:25:00 AM	33.5	
85	10/1/2013	9:00:00 AM	33.5	
86	10/1/2013	9:35:00 AM	33.5	
87	10/1/2013	10:10:00 AM	33.8	
88	10/1/2013	10:45:00 AM	34.2	
89	10/1/2013	11:20:00 AM	34.7	
90	10/1/2013	11:55:00 AM	35.3	
91	10/1/2013	12:30:00 PM	35.4	
92	10/1/2013	1:05:00 PM	35.2	
93	10/1/2013	1:40:00 PM	35.5	
94	10/1/2013	2:15:00 PM	36.1	
95	10/1/2013	2:50:00 PM	36.1	
96	10/1/2013	3:25:00 PM	36.3	
97	10/1/2013	4:00:00 PM	36.2	
98	10/1/2013	4:35:00 PM	36.3	
99	10/1/2013	5:10:00 PM	36	
100	10/1/2013	5:45:00 PM	36	
101	10/1/2013	6:20:00 PM	35.6	
102	10/1/2013	6:55:00 PM	35.3	
103	10/1/2013	7:30:00 PM	35.4	
104	10/1/2013	8:05:00 PM	35.3	
105	10/1/2013	8:40:00 PM	35	
106	10/1/2013	9:15:00 PM	34.8	
107	10/1/2013	9:50:00 PM	34.6	
108	10/1/2013	10:25:00 PM	34.4	
109	10/1/2013	11:00:00 PM	34.4	
110	10/1/2013	11:35:00 PM	34.3	
111	10/2/2013	12:10:00 AM	34.1	
112	10/2/2013	12:45:00 AM	34.2	
113	10/2/2013	1:20:00 AM	34.2	
114	10/2/2013	1:55:00 AM	34.1	
115	10/2/2013	2:30:00 AM	34	
116	10/2/2013	3:05:00 AM	33.9	
117	10/2/2013	3:40:00 AM	33.8	
