Index	Date	Time	Readings (°F)	Type
1	9/29/2013	8:00:00 AM	33.5	
2	9/29/2013	8:35:00 AM	33.7	
3	9/29/2013	9:10:00 AM	34.2	
4	9/29/2013	9:45:00 AM	34.6	
5	9/29/2013	10:20:00 AM	35.7	
6	9/29/2013	10:55:00 AM	36.4	
7	9/29/2013	11:30:00 AM	37	
8	9/29/2013	12:05:00 PM	37.9	
9	9/29/2013	12:40:00 PM	38.8	
10	9/29/2013	1:15:00 PM	39.4	
11	9/29/2013	1:50:00 PM	39.7	
12	9/29/2013	2:25:00 PM	40.2	
13	9/29/2013	3:00:00 PM	40.8	
14	9/29/2013	3:35:00 PM	41.8	
15	9/29/2013	4:10:00 PM	42.3	
16	9/29/2013	4:45:00 PM	41.5	
17	9/29/2013	5:20:00 PM	40.9	
18	9/29/2013	5:55:00 PM	40.4	
19	9/29/2013	6:30:00 PM	40	
20	9/29/2013	7:05:00 PM	39.1	
21	9/29/2013	7:40:00 PM	38.4	
22	9/29/2013	8:15:00 PM	38	
23	9/29/2013	8:50:00 PM	37.5	
24	9/29/2013	9:25:00 PM	37	
25	9/29/2013	10:00:00 PM	36.5	
26	9/29/2013	10:35:00 PM	36.3	
27	9/29/2013	11:10:00 PM	35.9	
28	9/29/2013	11:45:00 PM	35.6	
29	9/30/2013	12:20:00 AM	35.2	
30	9/30/2013	12:55:00 AM	34.9	
31	9/30/2013	1:30:00 AM	34.8	
32	9/30/2013	2:05:00 AM	34.6	
33	9/30/2013	2:40:00 AM	34.6	
34	9/30/2013	3:15:00 AM	34.3	
35	9/30/2013	3:50:00 AM	34	
36	9/30/2013	4:25:00 AM	34	
37	9/30/2013	5:00:00 AM	34.1	
38	9/30/2013	5:35:00 AM	34.1	
39	9/30/2013	6:10:00 AM	34	
40	9/30/2013	6:45:00 AM	33.7	
41	9/30/2013	7:20:00 AM	33.8	
42	9/30/2013	7:55:00 AM	33.9	
43	9/30/2013	8:30:00 AM	34.3	
44	9/30/2013	9:05:00 AM	35.1	
45	9/30/2013	9:40:00 AM	35.9	
46	9/30/2013	10:15:00 AM	36.2	
47	9/30/2013	10:50:00 AM	36.7	
48	9/30/2013	11:25:00 AM	37.8	
49	9/30/2013	12:00:00 PM	38.7	
50	9/30/2013	12:35:00 PM	39.6	
51	9/30/2013	1:10:00 PM	40.4	
52	9/30/2013	1:45:00 PM	41.4	
53	9/30/2013	2:20:00 PM	41.7	
54	9/30/2013	2:55:00 PM	42.1	
55	9/30/2013	3:30:00 PM	42.9	
56	9/30/2013	4:05:00 PM	43.6	
57	9/30/2013	4:40:00 PM	42.7	
58	9/30/2013	5:15:00 PM	42.4	
59	9/30/2013	5:50:00 PM	41.9	
60	9/30/2013	6:25:00 PM	41.5	
61	9/30/2013	7:00:00 PM	40.9	
62	9/30/2013	7:35:00 PM	40.6	
63	9/30/2013	8:10:00 PM	40.3	
64	9/30/2013	8:45:00 PM	40	
65	9/30/2013	9:20:00 PM	39.6	
66	9/30/2013	9:55:00 PM	39	
67	9/30/2013	10:30:00 PM	38.5	
68	9/30/2013	11:05:00 PM	38.2	
69	9/30/2013	11:40:00 PM	37.8	
70	10/1/2013	12:15:00 AM	37.6	
71	10/1/2013	12:50:00 AM	37.5	
72	10/1/2013	1:25:00 AM	37.2	
73	10/1/2013	2:00:00 AM	37	
74	10/1/2013	2:35:00 AM	36.8	
75	10/1/2013	3:10:00 AM	36.5	
76	10/1/2013	3:45:00 AM	36.5	
77	10/1/2013	4:20:00 AM	36.1	
78	10/1/2013	4:55:00 AM	36	
79	10/1/2013	5:30:00 AM	35.8	
80	10/1/2013	6:05:00 AM	35.7	
81	10/1/2013	6:40:00 AM	35.4	
82	10/1/2013	7:15:00 AM	35.4	
83	10/1/2013	7:50:00 AM	35.6	
84	10/1/2013	8:25:00 AM	35.8	
85	10/1/2013	9:00:00 AM	36.2	
86	10/1/2013	9:35:00 AM	36.8	
