usec,rovCtdDtg,rovCtdDtgFlag,vehicle,depth,depthFlag,temper,temperFlag,salin,salinFlag,oxyg,oxygFlag,light,lightFlag,sound,soundFlag,sigmatheta,sigmathetaFlag,lat,latFlag,lon,lonFlag
1194463365,11/07/2007 19:22:45,2,vnta,881.31,2,4.18,2,34.454,2,0.33,2,88.49,2,1481.29,2,27.3402,2,36.71147793,2,-122.18601973,2
1194463380,11/07/2007 19:23:00,2,vnta,882.2,2,4.183,2,34.456,2,0.32,2,88.52,2,1481.32,2,27.3415,2,36.71137857,2,-122.18599785,2
1194463395,11/07/2007 19:23:15,2,vnta,882.69,2,4.172,2,34.457,2,0.31,2,88.49,2,1481.284,2,27.3435,2,36.7114416,2,-122.18603453,2
1194463410,11/07/2007 19:23:30,2,vnta,882.69,2,4.172,2,34.456,2,0.3,2,88.47,2,1481.283,2,27.3427,2,36.711464,2,-122.18603033,2
1194463425,11/07/2007 19:23:45,2,vnta,882.69,2,4.167,2,34.457,2,0.31,2,88.48,2,1481.263,2,27.344,2,36.71144253,2,-122.18603953,2
1194463440,11/07/2007 19:24:00,2,vnta,882.69,2,4.167,2,34.457,2,0.32,2,88.51,2,1481.263,2,27.344,2,36.71143053,2,-122.18603326,2
1194463455,11/07/2007 19:24:15,2,vnta,882.69,2,4.169,2,34.457,2,0.3,2,88.48,2,1481.271,2,27.3438,2,36.7114476,2,-122.18605433,2
1194463470,11/07/2007 19:24:30,2,vnta,882.69,2,4.169,2,34.457,2,0.28,2,88.49,2,1481.271,2,27.3438,2,36.71145486,2,-122.18605793,2
1194463485,11/07/2007 19:24:45,2,vnta,882.69,2,4.164,2,34.458,2,0.29,2,88.15,2,1481.252,2,27.3451,2,36.71143107,2,-122.18606235,2
1194463500,11/07/2007 19:25:00,2,vnta,882.69,2,4.167,2,34.458,2,0.28,2,87.8,2,1481.264,2,27.3448,2,36.71140806,2,-122.18604233,2
1194463515,11/07/2007 19:25:15,2,vnta,882.69,2,4.165,2,34.457,2,0.29,2,88.2,2,1481.255,2,27.3442,2,36.71141066,2,-122.18605813,2
1194463530,11/07/2007 19:25:30,2,vnta,882.69,2,4.169,2,34.455,2,0.32,2,88.34,2,1481.269,2,27.3422,2,36.71142033,2,-122.186051,2
1194463545,11/07/2007 19:25:45,2,vnta,882.69,2,4.168,2,34.457,2,0.31,2,88.29,2,1481.267,2,27.3439,2,36.71141666,2,-122.18604826,2
1194463560,11/07/2007 19:26:00,2,vnta,882.69,2,4.174,2,34.457,2,0.32,2,88.38,2,1481.292,2,27.3433,2,36.71143,2,-122.18608133,2
1194463575,11/07/2007 19:26:15,2,vnta,882.69,2,4.176,2,34.455,2,0.32,2,88.44,2,1481.298,2,27.3415,2,36.71140757,2,-122.18608507,2
1194463590,11/07/2007 19:26:30,2,vnta,882.69,2,4.174,2,34.455,2,0.33,2,88.45,2,1481.29,2,27.3417,2,36.71139046,2,-122.18608713,2
1194463605,11/07/2007 19:26:45,2,vnta,882.69,2,4.177,2,34.456,2,0.33,2,88.46,2,1481.303,2,27.3421,2,36.71138793,2,-122.1861006,2
1194463620,11/07/2007 19:27:00,2,vnta,882.69,2,4.18,2,34.455,2,0.31,2,88.52,2,1481.315,2,27.341,2,36.7113762,2,-122.18609753,2
1194463635,11/07/2007 19:27:15,2,vnta,882.69,2,4.175,2,34.456,2,0.28,2,88.45,2,1481.295,2,27.3424,2,36.7113796,2,-122.18611486,2
1194463650,11/07/2007 19:27:30,2,vnta,882.69,2,4.173,2,34.456,2,0.31,2,88.5,2,1481.287,2,27.3426,2,36.71135973,2,-122.18611686,2
1194463665,11/07/2007 19:27:45,2,vnta,882.69,2,4.173,2,34.457,2,0.3,2,88.53,2,1481.288,2,27.3434,2,36.71137507,2,-122.18611878,2
1194463680,11/07/2007 19:28:00,2,vnta,882.69,2,4.175,2,34.456,2,0.3,2,88.49,2,1481.295,2,27.3424,2,36.71136713,2,-122.18611553,2
1194463695,11/07/2007 19:28:15,2,vnta,882.69,2,4.175,2,34.456,2,0.31,2,88.47,2,1481.295,2,27.3424,2,36.71136306,2,-122.18613013,2
1194463710,11/07/2007 19:28:30,2,vnta,882.69,2,4.174,2,34.456,2,0.32,2,88.49,2,1481.291,2,27.3425,2,36.71136066,2,-122.18612813,2
1194463725,11/07/2007 19:28:45,2,vnta,882.69,2,4.171,2,34.457,2,0.33,2,88.48,2,1481.28,2,27.3436,2,36.71137106,2,-122.1861176,2
1194463740,11/07/2007 19:29:00,2,vnta,882.59,2,4.169,2,34.457,2,0.33,2,88.54,0,1481.27,2,27.3438,2,36.71137313,2,-122.18612446,2
1194463755,11/07/2007 19:29:15,2,vnta,882.59,2,4.168,2,34.456,2,0.32,2,88.52,2,1481.264,2,27.3431,2,36.71137633,2,-122.18611526,2
1194463770,11/07/2007 19:29:30,2,vnta,882.69,2,4.168,2,34.456,2,0.32,2,88.52,2,1481.266,2,27.3431,2,36.71138814,2,-122.186123,2
1194463785,11/07/2007 19:29:45,2,vnta,882.59,2,4.167,2,34.456,2,0.32,2,88.51,0,1481.26,2,27.3432,2,36.71139006,2,-122.18611806,2
1194463800,11/07/2007 19:30:00,2,vnta,882.69,2,4.166,2,34.457,2,0.32,2,88.49,2,1481.259,2,27.3441,2,36.7113984,2,-122.18611126,2
1194463815,11/07/2007 19:30:15,2,vnta,882.69,2,4.166,2,34.457,2,0.32,2,88.44,2,1481.259,2,27.3441,2,36.71139306,2,-122.1861068,2
1194463830,11/07/2007 19:30:30,2,vnta,882.69,2,4.169,2,34.457,2,0.32,2,88.45,2,1481.271,2,27.3438,2,36.71139493,2,-122.1861188,2
1194463845,11/07/2007 19:30:45,2,vnta,882.59,2,4.171,2,34.456,2,0.33,2,88.48,2,1481.277,2,27.3428,2,36.71140566,2,-122.1861128,2
1194463860,11/07/2007 19:31:00,2,vnta,882.69,2,4.17,2,34.456,2,0.33,2,88.48,2,1481.274,2,27.3429,2,36.7114076,2,-122.1861112,2
1194463875,11/07/2007 19:31:15,2,vnta,882.59,2,4.169,2,34.456,2,0.32,2,88.46,2,1481.269,2,27.343,2,36.7114035,2,-122.18610557,2
1194463890,11/07/2007 19:31:30,2,vnta,882.59,2,4.17,2,34.455,2,0.31,2,88.43,2,1481.271,2,27.3421,2,36.71140493,2,-122.18611126,2
1194463905,11/07/2007 19:31:45,2,vnta,882.59,2,4.169,2,34.457,2,0.3,2,88.42,2,1481.27,2,27.3438,2,36.71140933,2,-122.18611673,2
1194463920,11/07/2007 19:32:00,2,vnta,882.59,2,4.167,2,34.456,2,0.3,2,88.42,2,1481.26,2,27.3432,2,36.71140393,2,-122.18611146,2
1194463935,11/07/2007 19:32:15,2,vnta,882.59,2,4.166,2,34.457,2,0.32,2,88.41,2,1481.257,2,27.3441,2,36.7114102,2,-122.18611893,2
1194463950,11/07/2007 19:32:30,2,vnta,882.59,2,4.167,2,34.457,2,0.32,2,88.43,0,1481.261,2,27.344,2,36.71140353,2,-122.1861154,2
1194463965,11/07/2007 19:32:45,2,vnta,882.69,2,4.175,2,34.456,2,0.31,2,88.45,0,1481.295,2,27.3424,2,36.71141021,2,-122.18613471,2
1194463980,11/07/2007 19:33:00,2,vnta,882.69,2,4.172,2,34.456,2,0.31,2,88.42,2,1481.283,2,27.3427,2,36.71139313,2,-122.18615106,2
1194463995,11/07/2007 19:33:15,2,vnta,882.59,2,4.17,2,34.456,2,0.32,2,88.45,2,1481.273,2,27.3429,2,36.71138593,2,-122.1861156,2
1194464010,11/07/2007 19:33:30,2,vnta,882.69,2,4.17,2,34.457,2,0.33,2,88.41,2,1481.276,2,27.3437,2,36.7113854,2,-122.18611373,2
1194464025,11/07/2007 19:33:45,2,vnta,882.59,2,4.171,2,34.456,2,0.32,2,88.37,2,1481.277,2,27.3428,2,36.711405,2,-122.1861198,2
1194464040,11/07/2007 19:34:00,2,vnta,882.59,2,4.171,2,34.456,2,0.31,2,88.38,2,1481.277,2,27.3428,2,36.7113994,2,-122.18611766,2
1194464055,11/07/2007 19:34:15,2,vnta,882.59,2,4.171,2,34.456,2,0.29,2,88.41,2,1481.277,2,27.3428,2,36.7114142,2,-122.18611193,2
1194464070,11/07/2007 19:34:30,2,vnta,882.59,2,4.174,2,34.457,2,0.29,2,88.44,2,1481.291,2,27.3433,2,36.71142114,2,-122.18610442,2
1194464085,11/07/2007 19:34:45,2,vnta,882.59,2,4.18,2,34.455,2,0.28,2,88.39,2,1481.313,2,27.341,2,36.71141946,2,-122.18610926,2
1194464100,11/07/2007 19:35:00,2,vnta,882.59,2,4.18,2,34.455,2,0.28,2,88.45,2,1481.313,2,27.341,2,36.71143406,2,-122.18610233,2
1194464115,11/07/2007 19:35:15,2,vnta,882.59,2,4.179,2,34.455,2,0.27,2,88.46,0,1481.309,2,27.3411,2,36.7114282,2,-122.1861038,2
1194464130,11/07/2007 19:35:30,2,vnta,882.59,2,4.178,2,34.458,2,0.29,2,88.52,2,1481.309,2,27.3436,2,36.71143326,2,-122.1860896,2
1194464145,11/07/2007 19:35:45,2,vnta,882.59,2,4.179,2,34.457,2,0.29,2,88.5,2,1481.311,2,27.3427,2,36.71143593,2,-122.186088,2
1194464160,11/07/2007 19:36:00,2,vnta,882.59,2,4.181,2,34.456,2,0.31,2,88.48,2,1481.318,2,27.3417,2,36.71143906,2,-122.18608686,2
1194464175,11/07/2007 19:36:15,2,vnta,882.59,2,4.178,2,34.455,2,0.32,2,88.48,0,1481.305,2,27.3412,2,36.71144935,2,-122.18606164,2
1194464190,11/07/2007 19:36:30,2,vnta,882.59,2,4.176,2,34.455,2,0.32,2,88.47,2,1481.296,2,27.3415,2,36.71144666,2,-122.18603706,2
1194464205,11/07/2007 19:36:45,2,vnta,882.59,2,4.173,2,34.456,2,0.3,2,88.52,2,1481.285,2,27.3426,2,36.7114474,2,-122.18602746,2
1194464220,11/07/2007 19:37:00,2,vnta,882.59,2,4.17,2,34.458,2,0.27,2,88.48,2,1481.275,2,27.3445,2,36.71144073,2,-122.18605893,2
1194464235,11/07/2007 19:37:15,2,vnta,882.59,2,4.171,2,34.457,2,0.28,2,88.44,2,1481.278,2,27.3436,2,36.71146286,2,-122.18602793,2
1194464250,11/07/2007 19:37:30,2,vnta,882.59,2,4.171,2,34.457,2,0.3,2,88.42,2,1481.278,2,27.3436,2,36.71145673,2,-122.1860418,2
1194464265,11/07/2007 19:37:45,2,vnta,882.59,2,4.181,2,34.455,2,0.29,2,88.43,2,1481.317,2,27.3409,2,36.7114484,2,-122.18606033,2
1194464280,11/07/2007 19:38:00,2,vnta,882.59,2,4.183,2,34.455,2,0.31,2,88.43,2,1481.325,2,27.3407,2,36.71144435,2,-122.18607407,2
1194464295,11/07/2007 19:38:15,2,vnta,882.59,2,4.181,2,34.454,2,0.3,2,88.42,2,1481.316,2,27.3401,2,36.7114366,2,-122.1860824,2
1194464310,11/07/2007 19:38:30,2,vnta,882.59,2,4.177,2,34.456,2,0.3,2,88.41,2,1481.302,2,27.3421,2,36.7114372,2,-122.186087,2
1194464325,11/07/2007 19:38:45,2,vnta,882.59,2,4.182,2,34.456,2,0.31,2,88.43,2,1481.323,2,27.3416,2,36.7114312,2,-122.18609606,2
1194464340,11/07/2007 19:39:00,2,vnta,882.59,2,4.184,2,34.454,2,0.31,2,88.46,2,1481.328,2,27.3398,2,36.71142813,2,-122.18610606,2
1194464355,11/07/2007 19:39:15,2,vnta,882.59,2,4.18,2,34.455,2,0.31,2,88.44,2,1481.313,2,27.341,2,36.711427,2,-122.18610033,2
1194464370,11/07/2007 19:39:30,2,vnta,882.59,2,4.18,2,34.456,2,0.32,2,88.41,2,1481.314,2,27.3418,2,36.71142171,2,-122.18611221,2
1194464385,11/07/2007 19:39:45,2,vnta,882.59,2,4.181,2,34.456,2,0.32,2,88.38,2,1481.318,2,27.3417,2,36.711422,2,-122.18611186,2
1194464400,11/07/2007 19:40:00,2,vnta,882.59,2,4.179,2,34.456,2,0.3,2,88.39,2,1481.31,2,27.3419,2,36.7114196,2,-122.18612,2
1194464415,11/07/2007 19:40:15,2,vnta,882.59,2,4.178,2,34.456,2,0.32,2,88.5,2,1481.306,2,27.342,2,36.7114106,2,-122.18612373,2
1194464430,11/07/2007 19:40:30,2,vnta,882.59,2,4.178,2,34.456,2,0.32,2,88.52,2,1481.306,2,27.342,2,36.71140366,2,-122.18612693,2
1194464445,11/07/2007 19:40:45,2,vnta,882.59,2,4.18,2,34.455,2,0.32,2,88.52,2,1481.313,2,27.341,2,36.71140313,2,-122.18613213,2
1194464460,11/07/2007 19:41:00,2,vnta,882.59,2,4.179,2,34.455,2,0.31,2,88.5,2,1481.309,2,27.3411,2,36.71140192,2,-122.18613,2
1194464475,11/07/2007 19:41:15,2,vnta,882.59,2,4.177,2,34.456,2,0.29,2,88.51,2,1481.302,2,27.3421,2,36.7114042,2,-122.18612166,2
1194464490,11/07/2007 19:41:30,2,vnta,882.59,2,4.178,2,34.456,2,0.3,2,88.51,2,1481.306,2,27.342,2,36.71141573,2,-122.18612093,2
1194464505,11/07/2007 19:41:45,2,vnta,882.59,2,4.177,2,34.456,2,0.28,2,88.49,2,1481.302,2,27.3421,2,36.7114148,2,-122.18611826,2
1194464520,11/07/2007 19:42:00,2,vnta,882.59,2,4.176,2,34.456,2,0.27,2,88.47,2,1481.298,2,27.3422,2,36.71142266,2,-122.186116,2
1194464535,11/07/2007 19:42:15,2,vnta,882.59,2,4.176,2,34.456,2,0.28,2,88.41,2,1481.298,2,27.3422,2,36.71142186,2,-122.18610826,2
1194464550,11/07/2007 19:42:30,2,vnta,882.59,2,4.178,2,34.457,2,0.31,2,88.46,2,1481.307,2,27.3428,2,36.71142006,2,-122.18610833,2
1194464565,11/07/2007 19:42:45,2,vnta,882.59,2,4.181,2,34.456,2,0.32,2,88.49,2,1481.318,2,27.3417,2,36.71142621,2,-122.18610207,2
1194464580,11/07/2007 19:43:00,2,vnta,882.59,2,4.182,2,34.456,2,0.32,2,88.55,2,1481.323,2,27.3416,2,36.71142053,2,-122.18608773,2
1194464595,11/07/2007 19:43:15,2,vnta,882.59,2,4.19,2,34.453,2,0.3,2,88.58,2,1481.352,2,27.3384,2,36.711425,2,-122.1860942,2
1194464610,11/07/2007 19:43:30,2,vnta,882.59,2,4.186,2,34.454,2,0.3,2,88.58,2,1481.337,2,27.3396,2,36.71142526,2,-122.18609926,2
1194464625,11/07/2007 19:43:45,2,vnta,882.59,2,4.185,2,34.455,2,0.29,2,88.61,2,1481.334,2,27.3405,2,36.7114736,2,-122.18610186,2
1194464640,11/07/2007 19:44:00,2,vnta,882.59,2,4.186,2,34.454,2,0.29,2,88.59,2,1481.337,2,27.3396,2,36.7114564,2,-122.18607186,2
1194464655,11/07/2007 19:44:15,2,vnta,882.59,2,4.183,2,34.454,2,0.31,2,88.61,2,1481.324,2,27.3399,2,36.71143871,2,-122.18608621,2
1194464670,11/07/2007 19:44:30,2,vnta,882.59,2,4.181,2,34.454,2,0.32,2,88.6,2,1481.316,2,27.3401,2,36.71143786,2,-122.18609126,2
1194464685,11/07/2007 19:44:45,2,vnta,882.59,2,4.182,2,34.457,2,0.32,2,88.6,2,1481.324,2,27.3424,2,36.71144266,2,-122.1860774,2
1194464700,11/07/2007 19:45:00,2,vnta,882.1,2,4.186,2,34.455,2,0.33,2,88.6,2,1481.33,2,27.3404,2,36.7114402,2,-122.18608906,2
1194464715,11/07/2007 19:45:15,2,vnta,881.41,2,4.189,2,34.454,2,0.32,2,88.58,2,1481.329,2,27.3393,2,36.71143886,2,-122.18612746,2
1194464730,11/07/2007 19:45:30,2,vnta,881.8,2,4.191,2,34.454,2,0.33,2,88.59,2,1481.344,2,27.3391,2,36.7114302,2,-122.18617566,2
1194464745,11/07/2007 19:45:45,2,vnta,882,2,4.177,2,34.457,2,0.33,2,88.55,2,1481.293,2,27.3429,2,36.71138886,2,-122.18620506,2
1194464760,11/07/2007 19:46:00,2,vnta,882.5,2,4.181,2,34.456,2,0.31,2,88.52,2,1481.317,2,27.3417,2,36.71137857,2,-122.18620942,2
1194464775,11/07/2007 19:46:15,2,vnta,883.19,2,4.182,2,34.455,2,0.32,2,88.55,2,1481.331,2,27.3408,2,36.71137386,2,-122.18618873,2
1194464790,11/07/2007 19:46:30,2,vnta,883.29,2,4.18,2,34.456,2,0.31,2,88.53,2,1481.326,2,27.3418,2,36.711378,2,-122.18616833,2
1194464805,11/07/2007 19:46:45,2,vnta,883.29,2,4.178,2,34.455,2,0.31,2,88.57,2,1481.316,2,27.3413,2,36.71137953,2,-122.1861778,2
1194464820,11/07/2007 19:47:00,2,vnta,883.29,2,4.176,2,34.455,2,0.31,2,88.58,2,1481.308,2,27.3415,2,36.71137873,2,-122.1861558,2
1194464835,11/07/2007 19:47:15,2,vnta,883.29,2,4.175,2,34.456,2,0.31,2,88.52,2,1481.305,2,27.3424,2,36.711368,2,-122.18613226,2
1194464850,11/07/2007 19:47:30,2,vnta,883.29,2,4.174,2,34.456,2,0.31,2,88.55,2,1481.301,2,27.3425,2,36.7113724,2,-122.18612453,2
1194464865,11/07/2007 19:47:45,2,vnta,883.19,2,4.176,2,34.456,2,0.31,2,88.56,2,1481.308,2,27.3423,2,36.71138142,2,-122.18611271,2
1194464880,11/07/2007 19:48:00,2,vnta,883.29,2,4.174,2,34.457,2,0.31,2,88.5,2,1481.302,2,27.3433,2,36.71139153,2,-122.18611666,2
1194464895,11/07/2007 19:48:15,2,vnta,883.29,2,4.178,2,34.456,2,0.31,2,88.53,2,1481.318,2,27.342,2,36.71137633,2,-122.18612293,2
1194464910,11/07/2007 19:48:30,2,vnta,883.29,2,4.18,2,34.455,2,0.31,2,88.59,2,1481.325,2,27.341,2,36.71137906,2,-122.18615386,2
1194464925,11/07/2007 19:48:45,2,vnta,883.29,2,4.179,2,34.455,2,0.31,2,88.6,2,1481.32,2,27.3411,2,36.71136306,2,-122.18617693,2
1194464940,11/07/2007 19:49:00,2,vnta,883.29,2,4.174,2,34.455,2,0.31,2,88.59,2,1481.3,2,27.3417,2,36.7113554,2,-122.18618933,2
1194464955,11/07/2007 19:49:15,2,vnta,883.29,2,4.175,2,34.457,2,0.31,2,88.55,2,1481.306,2,27.3432,2,36.71134792,2,-122.18620528,2
1194464970,11/07/2007 19:49:30,2,vnta,883.29,2,4.175,2,34.456,2,0.31,2,88.54,2,1481.305,2,27.3424,2,36.7113404,2,-122.18620833,2
1194464985,11/07/2007 19:49:45,2,vnta,883.29,2,4.172,2,34.457,2,0.31,2,88.49,2,1481.294,2,27.3435,2,36.7113436,2,-122.18620993,2
1194465000,11/07/2007 19:50:00,2,vnta,883.29,2,4.17,2,34.456,2,0.3,2,88.49,2,1481.284,2,27.3429,2,36.71134173,2,-122.1862162,2
1194465015,11/07/2007 19:50:15,2,vnta,883.29,2,4.17,2,34.457,2,0.31,2,88.49,2,1481.286,2,27.3437,2,36.71135653,2,-122.1862026,2
1194465030,11/07/2007 19:50:30,2,vnta,883.29,2,4.17,2,34.455,2,0.31,2,88.48,2,1481.283,2,27.3421,2,36.71134853,2,-122.1861922,2
1194465045,11/07/2007 19:50:45,2,vnta,883.29,2,4.17,2,34.456,2,0.31,2,88.5,2,1481.284,2,27.3429,2,36.71137493,2,-122.18618973,2
1194465060,11/07/2007 19:51:00,2,vnta,883.29,2,4.173,2,34.456,2,0.31,2,88.51,2,1481.297,2,27.3426,2,36.71137371,2,-122.18616078,2
1194465075,11/07/2007 19:51:15,2,vnta,883.29,2,4.173,2,34.457,2,0.31,2,88.44,2,1481.298,2,27.3434,2,36.7113752,2,-122.18616953,2
1194465090,11/07/2007 19:51:30,2,vnta,883.29,2,4.173,2,34.456,2,0.31,2,88.51,2,1481.297,2,27.3426,2,36.71136533,2,-122.1861674,2
1194465105,11/07/2007 19:51:45,2,vnta,883.19,2,4.174,2,34.455,2,0.31,2,88.5,2,1481.298,2,27.3417,2,36.711358,2,-122.18615753,2
1194465120,11/07/2007 19:52:00,2,vnta,883.19,2,4.183,2,34.458,2,0.31,2,88.51,2,1481.339,2,27.3431,2,36.71135993,2,-122.1861476,2
1194465135,11/07/2007 19:52:15,2,vnta,883.19,2,4.184,2,34.455,2,0.31,2,88.57,2,1481.34,2,27.3406,2,36.7113572,2,-122.1861358,2
1194465150,11/07/2007 19:52:30,2,vnta,883.19,2,4.18,2,34.454,2,0.31,2,88.54,2,1481.322,2,27.3402,2,36.71136106,2,-122.18613306,2
1194465165,11/07/2007 19:52:45,2,vnta,883.19,2,4.177,2,34.457,2,0.31,2,88.55,2,1481.313,2,27.3429,2,36.71135892,2,-122.18613285,2
1194465180,11/07/2007 19:53:00,2,vnta,883.19,2,4.177,2,34.455,2,0.31,2,88.54,2,1481.31,2,27.3414,2,36.71136093,2,-122.18613266,2
1194465195,11/07/2007 19:53:15,2,vnta,883.29,2,4.177,2,34.454,2,0.31,2,88.53,2,1481.311,2,27.3406,2,36.71135513,2,-122.18612606,2
1194465210,11/07/2007 19:53:30,2,vnta,883.29,2,4.178,2,34.456,2,0.31,2,88.54,2,1481.318,2,27.342,2,36.71136246,2,-122.18612806,2
1194465225,11/07/2007 19:53:45,2,vnta,883.19,2,4.18,2,34.455,2,0.31,2,88.54,2,1481.323,2,27.341,2,36.71136613,2,-122.18613173,2
1194465240,11/07/2007 19:54:00,2,vnta,883.19,2,4.179,2,34.455,2,0.31,2,88.48,2,1481.319,2,27.3411,2,36.7113638,2,-122.18612733,2
1194465255,11/07/2007 19:54:15,2,vnta,883.29,2,4.174,2,34.454,2,0.31,2,88.51,2,1481.298,2,27.3409,2,36.71137542,2,-122.186135,2
1194465270,11/07/2007 19:54:30,2,vnta,883.19,2,4.172,2,34.456,2,0.31,2,88.46,2,1481.291,2,27.3427,2,36.7113672,2,-122.18614586,2
1194465285,11/07/2007 19:54:45,2,vnta,883.29,2,4.172,2,34.455,2,0.31,2,88.41,2,1481.291,2,27.3419,2,36.71136973,2,-122.18614146,2
1194465300,11/07/2007 19:55:00,2,vnta,883.19,2,4.173,2,34.456,2,0.31,2,88.34,2,1481.295,2,27.3426,2,36.7113656,2,-122.18615233,2
1194465315,11/07/2007 19:55:15,2,vnta,883.19,2,4.173,2,34.456,2,0.31,2,88.38,2,1481.295,2,27.3426,2,36.71136546,2,-122.18616206,2
1194465330,11/07/2007 19:55:30,2,vnta,883.19,2,4.176,2,34.456,2,0.31,2,88.31,2,1481.308,2,27.3423,2,36.71136233,2,-122.18618686,2
1194465345,11/07/2007 19:55:45,2,vnta,883.19,2,4.175,2,34.455,2,0.31,2,88.34,2,1481.302,2,27.3416,2,36.71134746,2,-122.18621026,2
1194465360,11/07/2007 19:56:00,2,vnta,883.19,2,4.174,2,34.455,2,0.31,2,88.4,2,1481.298,2,27.3417,2,36.71132907,2,-122.18621814,2
1194465375,11/07/2007 19:56:15,2,vnta,883.19,2,4.173,2,34.456,2,0.31,2,88.51,2,1481.295,2,27.3426,2,36.7112934,2,-122.18623546,2
1194465390,11/07/2007 19:56:30,2,vnta,883.29,2,4.174,2,34.457,2,0.31,2,88.47,2,1481.302,2,27.3433,2,36.7113178,2,-122.18622106,2
1194465405,11/07/2007 19:56:45,2,vnta,883.19,2,4.176,2,34.457,2,0.3,2,88.52,2,1481.309,2,27.3431,2,36.71132926,2,-122.18621293,2
1194465420,11/07/2007 19:57:00,2,vnta,883.19,2,4.175,2,34.455,2,0.3,2,88.48,2,1481.302,2,27.3416,2,36.71134613,2,-122.1861918,2
1194465435,11/07/2007 19:57:15,2,vnta,883.19,2,4.17,2,34.456,2,0.3,2,88.29,2,1481.283,2,27.3429,2,36.71136806,2,-122.1862086,2
1194465450,11/07/2007 19:57:30,2,vnta,883.19,2,4.168,2,34.457,2,0.3,2,88.47,2,1481.276,2,27.3439,2,36.71135993,2,-122.1861786,2
1194465465,11/07/2007 19:57:45,2,vnta,883.19,2,4.167,2,34.458,2,0.3,2,88.43,2,1481.273,2,27.3448,2,36.71136471,2,-122.18617885,2
1194465480,11/07/2007 19:58:00,2,vnta,883.19,2,4.172,2,34.458,2,0.3,2,88.48,2,1481.294,2,27.3443,2,36.71136953,2,-122.1861554,2
1194465495,11/07/2007 19:58:15,2,vnta,883.19,2,4.174,2,34.457,2,0.3,2,88.51,2,1481.301,2,27.3433,2,36.71136673,2,-122.18615406,2
1194465510,11/07/2007 19:58:30,2,vnta,883.19,2,4.181,2,34.455,2,0.3,2,88.5,2,1481.327,2,27.3409,2,36.7113694,2,-122.1861558,2
1194465525,11/07/2007 19:58:45,2,vnta,883.19,2,4.181,2,34.455,2,0.3,2,88.59,2,1481.327,2,27.3409,2,36.71136533,2,-122.18615353,2
1194465540,11/07/2007 19:59:00,2,vnta,883.19,2,4.179,2,34.455,2,0.3,2,88.61,2,1481.319,2,27.3411,2,36.71136213,2,-122.1861514,2
1194465555,11/07/2007 19:59:15,2,vnta,883.19,2,4.179,2,34.455,2,0.3,2,88.56,0,1481.319,2,27.3411,2,36.71136364,2,-122.18614857,2
1194465570,11/07/2007 19:59:30,2,vnta,883.19,2,4.181,2,34.455,2,0.3,2,88.58,2,1481.327,2,27.3409,2,36.7113666,2,-122.1861486,2
1194465585,11/07/2007 19:59:45,2,vnta,883.19,2,4.18,2,34.455,2,0.3,2,88.55,2,1481.323,2,27.341,2,36.71136473,2,-122.18615093,2
1194465600,11/07/2007 20:00:00,2,vnta,883.19,2,4.177,2,34.455,2,0.3,2,88.54,2,1481.31,2,27.3414,2,36.71136713,2,-122.18615026,2
1194465615,11/07/2007 20:00:15,2,vnta,883.19,2,4.176,2,34.455,2,0.3,2,88.55,2,1481.306,2,27.3415,2,36.71136993,2,-122.1861562,2
1194465630,11/07/2007 20:00:30,2,vnta,883.19,2,4.168,2,34.456,2,0.3,2,88.54,2,1481.274,2,27.3431,2,36.71136853,2,-122.18615426,2
1194465645,11/07/2007 20:00:45,2,vnta,883.19,2,4.166,2,34.457,2,0.3,2,88.55,2,1481.267,2,27.3441,2,36.71136535,2,-122.18614771,2
1194465660,11/07/2007 20:01:00,2,vnta,883.19,2,4.172,2,34.457,2,0.3,2,88.48,2,1481.292,2,27.3435,2,36.7113698,2,-122.1861524,2
1194465675,11/07/2007 20:01:15,2,vnta,883.19,2,4.174,2,34.456,2,0.3,2,88.48,2,1481.299,2,27.3425,2,36.71136393,2,-122.18615826,2
1194465690,11/07/2007 20:01:30,2,vnta,883.19,2,4.169,2,34.457,2,0.3,2,88.5,2,1481.28,2,27.3438,2,36.71135793,2,-122.18617453,2
1194465705,11/07/2007 20:01:45,2,vnta,883.19,2,4.172,2,34.456,2,0.3,2,88.51,2,1481.291,2,27.3427,2,36.71135326,2,-122.18618413,2
1194465720,11/07/2007 20:02:00,2,vnta,883.19,2,4.173,2,34.456,2,0.3,2,88.49,2,1481.295,2,27.3426,2,36.71134726,2,-122.1861876,2
1194465735,11/07/2007 20:02:15,2,vnta,883.19,2,4.171,2,34.457,2,0.3,2,88.5,2,1481.288,2,27.3436,2,36.7113452,2,-122.18619973,2
1194465750,11/07/2007 20:02:30,2,vnta,883.19,2,4.17,2,34.457,2,0.3,2,88.54,2,1481.284,2,27.3437,2,36.71133885,2,-122.18620514,2
1194465765,11/07/2007 20:02:45,2,vnta,883.19,2,4.174,2,34.456,2,0.3,2,88.56,2,1481.299,2,27.3425,2,36.71134006,2,-122.18621013,2
1194465780,11/07/2007 20:03:00,2,vnta,883.19,2,4.176,2,34.455,2,0.3,2,88.53,2,1481.306,2,27.3415,2,36.7113278,2,-122.18623606,2
1194465795,11/07/2007 20:03:15,2,vnta,883.19,2,4.175,2,34.455,2,0.3,2,88.58,2,1481.302,2,27.3416,2,36.71131413,2,-122.18624353,2
