usec,rovCtdDtg,rovCtdDtgFlag,vehicle,depth,depthFlag,temper,temperFlag,salin,salinFlag,oxyg,oxygFlag,light,lightFlag,sound,soundFlag,sigmatheta,sigmathetaFlag,lat,latFlag,lon,lonFlag
1194465810,11/07/2007 20:03:30,2,vnta,883.09,2,4.175,2,34.457,2,0.3,2,88.57,2,1481.303,2,27.3432,2,36.7112872,2,-122.1862344,2
1194465825,11/07/2007 20:03:45,2,vnta,883.09,2,4.175,2,34.457,2,0.3,2,88.56,2,1481.303,2,27.3432,2,36.71128386,2,-122.1862252,2
1194465840,11/07/2007 20:04:00,2,vnta,882,2,4.173,2,34.457,2,0.32,2,88.57,2,1481.277,2,27.3434,2,36.71131353,2,-122.18625333,2
1194465855,11/07/2007 20:04:15,2,vnta,881.51,2,4.179,2,34.455,2,0.31,2,88.54,2,1481.291,2,27.3411,2,36.71132185,2,-122.18622485,2
1194465870,11/07/2007 20:04:30,2,vnta,881.51,2,4.179,2,34.456,2,0.31,2,88.5,2,1481.292,2,27.3419,2,36.71133266,2,-122.18623526,2
1194465885,11/07/2007 20:04:45,2,vnta,881.7,2,4.173,2,34.457,2,0.31,2,88.45,2,1481.272,2,27.3433,2,36.71134753,2,-122.18621546,2
1194465900,11/07/2007 20:05:00,2,vnta,881.7,2,4.18,2,34.458,2,0.31,2,88.41,2,1481.302,2,27.3434,2,36.71136153,2,-122.1862132,2
1194465915,11/07/2007 20:05:15,2,vnta,881.7,2,4.179,2,34.455,2,0.31,2,88.48,2,1481.294,2,27.3411,2,36.711367,2,-122.18619946,2
1194465930,11/07/2007 20:05:30,2,vnta,880.91,2,4.174,2,34.455,2,0.31,2,88.5,2,1481.26,2,27.3417,2,36.7113642,2,-122.18620373,2
1194465945,11/07/2007 20:05:45,2,vnta,878.74,2,4.176,2,34.456,2,0.32,2,88.54,2,1481.233,2,27.3422,2,36.71135807,2,-122.18622692,2
1194465960,11/07/2007 20:06:00,2,vnta,874.09,2,4.184,2,34.456,2,0.34,2,88.52,2,1481.189,2,27.3413,2,36.71135786,2,-122.18623366,2
1194465975,11/07/2007 20:06:15,2,vnta,867.57,2,4.192,2,34.454,2,0.35,2,88.49,2,1481.11,2,27.3389,2,36.71134813,2,-122.18625093,2
1194465990,11/07/2007 20:06:30,2,vnta,865.1,2,4.198,2,34.452,2,0.32,2,88.52,2,1481.091,2,27.3366,2,36.71134673,2,-122.1862494,2
1194466005,11/07/2007 20:06:45,2,vnta,866.58,2,4.196,2,34.454,2,0.33,2,88.57,2,1481.11,2,27.3384,2,36.71135006,2,-122.1862462,2
1194466020,11/07/2007 20:07:00,2,vnta,865.2,2,4.189,2,34.454,2,0.32,2,88.52,2,1481.058,2,27.3392,2,36.71138613,2,-122.1861824,2
1194466035,11/07/2007 20:07:15,2,vnta,866.09,2,4.193,2,34.454,2,0.33,2,88.5,2,1481.09,2,27.3387,2,36.71143613,2,-122.18611133,2
1194466050,11/07/2007 20:07:30,2,vnta,871.23,2,4.189,2,34.454,2,0.34,2,88.48,2,1481.159,2,27.3392,2,36.71146121,2,-122.18608521,2
1194466065,11/07/2007 20:07:45,2,vnta,876.17,2,4.184,2,34.454,2,0.35,2,88.52,2,1481.221,2,27.3398,2,36.7114974,2,-122.18603693,2
1194466080,11/07/2007 20:08:00,2,vnta,877.95,2,4.18,2,34.456,2,0.33,2,88.53,2,1481.237,2,27.3418,2,36.71153326,2,-122.18598,2
1194466095,11/07/2007 20:08:15,2,vnta,878.54,2,4.181,2,34.455,2,0.32,2,88.52,2,1481.249,2,27.3409,2,36.71154713,2,-122.18596913,2
1194466110,11/07/2007 20:08:30,2,vnta,879.53,2,4.18,2,34.455,2,0.32,2,88.53,2,1481.262,2,27.341,2,36.71155326,2,-122.1859654,2
1194466125,11/07/2007 20:08:45,2,vnta,876.96,2,4.18,2,34.455,2,0.33,2,88.54,2,1481.219,2,27.341,2,36.71156833,2,-122.1859552,2
1194466140,11/07/2007 20:09:00,2,vnta,873.8,2,4.182,2,34.455,2,0.33,2,88.45,2,1481.174,2,27.3407,2,36.71157213,2,-122.1859568,2
1194466155,11/07/2007 20:09:15,2,vnta,877.16,2,4.185,2,34.456,2,0.32,2,88.46,2,1481.244,2,27.3413,2,36.71158428,2,-122.18595985,2
1194466170,11/07/2007 20:09:30,2,vnta,879.83,2,4.182,2,34.455,2,0.32,2,88.45,2,1481.275,2,27.3408,2,36.71160873,2,-122.18594266,2
1194466185,11/07/2007 20:09:45,2,vnta,879.23,2,4.18,2,34.456,2,0.31,2,88.52,2,1481.258,2,27.3418,2,36.71163086,2,-122.18589586,2
1194466200,11/07/2007 20:10:00,2,vnta,879.13,2,4.182,2,34.456,2,0.32,2,88.49,2,1481.265,2,27.3416,2,36.71166706,2,-122.18582886,2
1194466215,11/07/2007 20:10:15,2,vnta,879.13,2,4.181,2,34.455,2,0.32,2,88.45,2,1481.259,2,27.3409,2,36.71169426,2,-122.18576593,2
1194466230,11/07/2007 20:10:30,2,vnta,878.44,2,4.179,2,34.455,2,0.31,2,88.47,2,1481.239,2,27.3411,2,36.7117308,2,-122.18570006,2
1194466245,11/07/2007 20:10:45,2,vnta,878.74,2,4.183,2,34.455,2,0.31,2,88.47,2,1481.261,2,27.3407,2,36.71175635,2,-122.18564114,2
1194466260,11/07/2007 20:11:00,2,vnta,878.74,2,4.184,2,34.456,2,0.3,2,88.45,2,1481.266,2,27.3414,2,36.71179153,2,-122.18558326,2
1194466275,11/07/2007 20:11:15,2,vnta,878.44,2,4.186,2,34.455,2,0.31,2,88.44,2,1481.268,2,27.3404,2,36.7118066,2,-122.18554766,2
1194466290,11/07/2007 20:11:30,2,vnta,878.25,2,4.187,2,34.455,2,0.32,2,88.45,2,1481.269,2,27.3403,2,36.71185066,2,-122.18548533,2
1194466305,11/07/2007 20:11:45,2,vnta,878.15,2,4.187,2,34.454,2,0.31,2,88.46,2,1481.266,2,27.3395,2,36.71188186,2,-122.18542426,2
1194466320,11/07/2007 20:12:00,2,vnta,877.95,2,4.189,2,34.454,2,0.31,2,88.43,2,1481.271,2,27.3393,2,36.71191253,2,-122.18538613,2
1194466335,11/07/2007 20:12:15,2,vnta,877.85,2,4.189,2,34.455,2,0.31,2,88.43,2,1481.271,2,27.3401,2,36.71196521,2,-122.18534178,2
1194466350,11/07/2007 20:12:30,2,vnta,877.55,2,4.192,2,34.454,2,0.31,2,88.48,2,1481.277,2,27.3389,2,36.7119742,2,-122.185296,2
1194466365,11/07/2007 20:12:45,2,vnta,877.16,2,4.191,2,34.454,2,0.31,2,88.44,2,1481.266,2,27.3391,2,36.71201,2,-122.1852794,2
1194466380,11/07/2007 20:13:00,2,vnta,876.86,2,4.191,2,34.454,2,0.32,2,88.46,2,1481.262,2,27.3391,2,36.7120348,2,-122.18525866,2
1194466395,11/07/2007 20:13:15,2,vnta,875.87,2,4.195,2,34.454,2,0.31,2,88.43,2,1481.262,2,27.3386,2,36.7120596,2,-122.18521493,2
1194466410,11/07/2007 20:13:30,2,vnta,874.98,2,4.194,2,34.455,2,0.31,2,88.44,2,1481.244,2,27.3395,2,36.71209293,2,-122.18516153,2
1194466425,11/07/2007 20:13:45,2,vnta,874.98,2,4.195,2,34.454,2,0.33,2,88.48,2,1481.247,2,27.3386,2,36.7121154,2,-122.185119,2
1194466440,11/07/2007 20:14:00,2,vnta,874.88,2,4.197,2,34.454,2,0.32,2,88.49,2,1481.253,2,27.3384,2,36.71215457,2,-122.18506842,2
1194466455,11/07/2007 20:14:15,2,vnta,875.48,2,4.196,2,34.454,2,0.33,2,88.47,2,1481.259,2,27.3385,2,36.71218913,2,-122.18502653,2
1194466470,11/07/2007 20:14:30,2,vnta,874.88,2,4.198,2,34.453,2,0.31,2,88.39,2,1481.256,2,27.3375,2,36.71222586,2,-122.18494826,2
1194466485,11/07/2007 20:14:45,2,vnta,874.29,2,4.2,2,34.453,2,0.32,2,88.42,2,1481.255,2,27.3373,2,36.71226206,2,-122.18485866,2
1194466500,11/07/2007 20:15:00,2,vnta,874.09,2,4.2,2,34.453,2,0.33,2,88.42,2,1481.251,2,27.3373,2,36.71230006,2,-122.18478053,2
1194466515,11/07/2007 20:15:15,2,vnta,873.99,2,4.197,2,34.454,2,0.33,2,88.38,2,1481.238,2,27.3384,2,36.71232226,2,-122.18469913,2
1194466530,11/07/2007 20:15:30,2,vnta,873.9,2,4.2,2,34.454,2,0.34,2,88.4,2,1481.249,2,27.3381,2,36.71236273,2,-122.1846034,2
1194466545,11/07/2007 20:15:45,2,vnta,873.8,2,4.201,2,34.454,2,0.34,2,88.42,2,1481.252,2,27.338,2,36.71241607,2,-122.18450378,2
1194466560,11/07/2007 20:16:00,2,vnta,873.7,2,4.204,2,34.453,2,0.33,2,88.35,2,1481.261,2,27.3369,2,36.71242013,2,-122.1844628,2
1194466575,11/07/2007 20:16:15,2,vnta,871.62,2,4.207,2,34.453,2,0.32,2,88.42,2,1481.239,2,27.3365,2,36.71243286,2,-122.1844514,2
1194466590,11/07/2007 20:16:30,2,vnta,867.47,2,4.21,2,34.452,2,0.33,2,88.46,2,1481.181,2,27.3354,2,36.71244506,2,-122.184494,2
1194466605,11/07/2007 20:16:45,2,vnta,863.02,2,4.218,2,34.451,2,0.33,2,88.54,2,1481.138,2,27.3337,2,36.71248293,2,-122.18455626,2
1194466620,11/07/2007 20:17:00,2,vnta,859.27,2,4.224,2,34.451,2,0.34,2,88.6,2,1481.1,2,27.3331,2,36.71255233,2,-122.1846228,2
1194466635,11/07/2007 20:17:15,2,vnta,855.81,2,4.228,2,34.451,2,0.33,2,88.65,2,1481.059,2,27.3326,2,36.71261828,2,-122.18470157,2
1194466650,11/07/2007 20:17:30,2,vnta,852.05,2,4.232,2,34.449,2,0.33,2,88.69,2,1481.01,2,27.3306,2,36.71266533,2,-122.18475433,2
1194466665,11/07/2007 20:17:45,2,vnta,848.09,2,4.23,2,34.449,2,0.33,2,88.65,2,1480.936,2,27.3307,2,36.7127308,2,-122.1848654,2
1194466680,11/07/2007 20:18:00,2,vnta,844.24,2,4.241,2,34.449,2,0.33,2,88.73,2,1480.917,2,27.3296,2,36.71278746,2,-122.1849318,2
1194466695,11/07/2007 20:18:15,2,vnta,840.28,2,4.252,2,34.447,2,0.32,2,88.83,2,1480.894,2,27.3268,2,36.71285413,2,-122.18500373,2
1194466710,11/07/2007 20:18:30,2,vnta,836.23,2,4.266,2,34.447,2,0.32,2,88.88,2,1480.884,2,27.3253,2,36.71291,2,-122.1850808,2
1194466725,11/07/2007 20:18:45,2,vnta,832.28,2,4.267,2,34.447,2,0.32,2,88.9,2,1480.822,2,27.3251,2,36.712966,2,-122.18515753,2
1194466740,11/07/2007 20:19:00,2,vnta,828.32,2,4.274,2,34.446,2,0.32,2,88.93,2,1480.784,2,27.3236,2,36.71301442,2,-122.18523407,2
1194466755,11/07/2007 20:19:15,2,vnta,824.46,2,4.272,2,34.445,2,0.32,2,88.92,2,1480.71,2,27.3229,2,36.71306726,2,-122.18530513,2
1194466770,11/07/2007 20:19:30,2,vnta,819.42,2,4.289,2,34.444,2,0.32,2,88.87,2,1480.695,2,27.3203,2,36.71311093,2,-122.18537066,2
1194466785,11/07/2007 20:19:45,2,vnta,814.08,2,4.357,2,34.435,2,0.3,2,88.74,2,1480.876,2,27.3059,2,36.71315146,2,-122.18540013,2
1194466800,11/07/2007 20:20:00,2,vnta,809.34,2,4.387,2,34.433,2,0.3,2,88.83,2,1480.918,2,27.3011,2,36.713195,2,-122.1854152,2
1194466815,11/07/2007 20:20:15,2,vnta,805.58,2,4.409,2,34.429,2,0.27,2,88.83,2,1480.941,2,27.2955,2,36.7132238,2,-122.18542893,2
1194466830,11/07/2007 20:20:30,2,vnta,802.02,2,4.419,2,34.428,2,0.27,2,88.83,2,1480.922,2,27.2936,2,36.71327042,2,-122.18547528,2
1194466845,11/07/2007 20:20:45,2,vnta,798.36,2,4.425,2,34.427,2,0.26,2,88.82,2,1480.884,2,27.2922,2,36.71331053,2,-122.185569,2
1194466860,11/07/2007 20:21:00,2,vnta,793.81,2,4.428,2,34.427,2,0.29,2,88.85,2,1480.821,2,27.2918,2,36.713342,2,-122.1856262,2
1194466875,11/07/2007 20:21:15,2,vnta,787.58,2,4.433,2,34.426,2,0.3,2,88.84,2,1480.736,2,27.2904,2,36.71336873,2,-122.18565146,2
1194466890,11/07/2007 20:21:30,2,vnta,781.15,2,4.451,2,34.425,2,0.29,2,88.85,2,1480.702,2,27.2876,2,36.71339913,2,-122.18567106,2
1194466905,11/07/2007 20:21:45,2,vnta,777.2,2,4.453,2,34.425,2,0.27,2,88.84,2,1480.644,2,27.2874,2,36.71347366,2,-122.18577226,2
1194466920,11/07/2007 20:22:00,2,vnta,772.25,2,4.453,2,34.425,2,0.28,2,88.83,2,1480.561,2,27.2873,2,36.71343826,2,-122.18585233,2
1194466935,11/07/2007 20:22:15,2,vnta,766.22,2,4.466,2,34.423,2,0.29,2,88.83,2,1480.512,2,27.2843,2,36.71344292,2,-122.185733,2
1194466950,11/07/2007 20:22:30,2,vnta,759.2,2,4.471,2,34.422,2,0.29,2,88.8,2,1480.414,2,27.2829,2,36.71338193,2,-122.18577473,2
1194466965,11/07/2007 20:22:45,2,vnta,752.18,2,4.483,2,34.42,2,0.29,2,88.79,2,1480.343,2,27.2799,2,36.71337753,2,-122.1856534,2
1194466980,11/07/2007 20:23:00,2,vnta,745.35,2,4.495,2,34.419,2,0.29,2,88.75,2,1480.278,2,27.2778,2,36.71338546,2,-122.185656,2
1194466995,11/07/2007 20:23:15,2,vnta,738.82,2,4.553,2,34.413,2,0.29,2,88.72,2,1480.4,2,27.2667,2,36.71335626,2,-122.18565146,2
1194467010,11/07/2007 20:23:30,2,vnta,731.21,2,4.628,2,34.401,2,0.29,2,88.77,2,1480.567,2,27.2489,2,36.71338686,2,-122.18563233,2
1194467025,11/07/2007 20:23:45,2,vnta,725.07,2,4.698,2,34.393,2,0.27,2,88.84,2,1480.742,2,27.2348,2,36.71335813,2,-122.1856204,2
1194467040,11/07/2007 20:24:00,2,vnta,719.53,2,4.756,2,34.381,2,0.27,2,88.93,2,1480.872,2,27.2188,2,36.71333785,2,-122.18556614,2
1194467055,11/07/2007 20:24:15,2,vnta,714.29,2,4.776,2,34.378,2,0.27,2,88.93,2,1480.862,2,27.2142,2,36.71336633,2,-122.18553906,2
1194467070,11/07/2007 20:24:30,2,vnta,708.85,2,4.808,2,34.376,2,0.27,2,88.88,2,1480.9,2,27.209,2,36.7133098,2,-122.185412,2
1194467085,11/07/2007 20:24:45,2,vnta,703.61,2,4.828,2,34.37,2,0.27,2,88.87,2,1480.887,2,27.2019,2,36.7133658,2,-122.18548073,2
1194467100,11/07/2007 20:25:00,2,vnta,699.75,2,4.839,2,34.369,2,0.27,2,88.99,2,1480.866,2,27.1998,2,36.71331113,2,-122.18549246,2
1194467115,11/07/2007 20:25:15,2,vnta,695.1,2,4.865,2,34.365,2,0.27,2,89.17,2,1480.89,2,27.1937,2,36.7132872,2,-122.185431,2
1194467130,11/07/2007 20:25:30,2,vnta,688.77,2,4.897,2,34.359,2,0.27,2,89.16,2,1480.908,2,27.1853,2,36.71317914,2,-122.18546442,2
1194467145,11/07/2007 20:25:45,2,vnta,683.32,2,4.911,2,34.357,2,0.27,2,89.17,2,1480.871,2,27.1821,2,36.7131672,2,-122.18549153,2
1194467160,11/07/2007 20:26:00,2,vnta,677.78,2,4.92,2,34.357,2,0.27,2,89.16,2,1480.816,2,27.181,2,36.71311946,2,-122.18536713,2
1194467175,11/07/2007 20:26:15,2,vnta,671.85,2,4.939,2,34.356,2,0.27,2,89.12,2,1480.793,2,27.178,2,36.71316106,2,-122.18539966,2
1194467190,11/07/2007 20:26:30,2,vnta,666.01,2,4.946,2,34.355,2,0.28,2,89.08,2,1480.723,2,27.1764,2,36.71310966,2,-122.1853714,2
1194467205,11/07/2007 20:26:45,2,vnta,660.67,2,4.956,2,34.353,2,0.28,2,89.06,2,1480.672,2,27.1736,2,36.71306286,2,-122.18537166,2
1194467220,11/07/2007 20:27:00,2,vnta,655.03,2,4.977,2,34.348,2,0.28,2,89.11,2,1480.658,2,27.1672,2,36.7130644,2,-122.18529333,2
1194467235,11/07/2007 20:27:15,2,vnta,649.48,2,4.996,2,34.34,2,0.28,2,89.26,2,1480.632,2,27.1586,2,36.71303371,2,-122.18524957,2
1194467250,11/07/2007 20:27:30,2,vnta,644.14,2,5.006,2,34.338,2,0.28,2,89.27,2,1480.582,2,27.1559,2,36.71300553,2,-122.18518253,2
1194467265,11/07/2007 20:27:45,2,vnta,638.9,2,5.024,2,34.338,2,0.28,2,89.21,2,1480.567,2,27.1538,2,36.7129644,2,-122.18511113,2
1194467280,11/07/2007 20:28:00,2,vnta,633.45,2,5.06,2,34.33,2,0.29,2,89.21,2,1480.613,2,27.1432,2,36.71295906,2,-122.18506166,2
1194467295,11/07/2007 20:28:15,2,vnta,628.01,2,5.082,2,34.327,2,0.29,2,89.24,2,1480.608,2,27.1383,2,36.712921,2,-122.1850206,2
1194467310,11/07/2007 20:28:30,2,vnta,621.97,2,5.13,2,34.319,2,0.3,2,89.32,2,1480.692,2,27.1264,2,36.71290073,2,-122.18496566,2
1194467325,11/07/2007 20:28:45,2,vnta,616.23,2,5.182,2,34.315,2,0.3,2,89.3,2,1480.803,2,27.1171,2,36.71285635,2,-122.18492521,2
1194467340,11/07/2007 20:29:00,2,vnta,610.79,2,5.206,2,34.311,2,0.32,2,89.28,2,1480.805,2,27.1111,2,36.7128224,2,-122.18480626,2
1194467355,11/07/2007 20:29:15,2,vnta,605.54,2,5.228,2,34.306,2,0.32,2,89.29,2,1480.8,2,27.1045,2,36.71285053,2,-122.1847572,2
1194467370,11/07/2007 20:29:30,2,vnta,600.49,2,5.239,2,34.302,2,0.33,2,89.34,2,1480.755,2,27.1,2,36.71277193,2,-122.18475753,2
1194467385,11/07/2007 20:29:45,2,vnta,594.36,2,5.273,2,34.296,2,0.33,2,89.35,2,1480.783,2,27.0912,2,36.712747,2,-122.18470686,2
1194467400,11/07/2007 20:30:00,2,vnta,588.02,2,5.295,2,34.289,2,0.35,2,89.36,2,1480.758,2,27.083,2,36.71264133,2,-122.1846492,2
1194467415,11/07/2007 20:30:15,2,vnta,581.79,2,5.298,2,34.282,2,0.35,2,89.41,2,1480.657,2,27.0771,2,36.71270673,2,-122.18453833,2
1194467430,11/07/2007 20:30:30,2,vnta,574.86,2,5.305,2,34.265,2,0.37,2,89.51,2,1480.548,2,27.0627,2,36.712647,2,-122.18453314,2
1194467445,11/07/2007 20:30:45,2,vnta,568.32,2,5.314,2,34.256,2,0.39,2,89.56,2,1480.465,2,27.0545,2,36.7126258,2,-122.18448266,2
1194467460,11/07/2007 20:31:00,2,vnta,561.2,2,5.324,2,34.256,2,0.41,2,89.58,2,1480.386,2,27.0532,2,36.71254393,2,-122.18454413,2
1194467475,11/07/2007 20:31:15,2,vnta,554.96,2,5.37,2,34.253,2,0.41,2,89.59,2,1480.465,2,27.0454,2,36.71258426,2,-122.1844776,2
1194467490,11/07/2007 20:31:30,2,vnta,548.92,2,5.39,2,34.254,2,0.42,2,89.58,2,1480.446,2,27.0437,2,36.71262933,2,-122.1844484,2
1194467505,11/07/2007 20:31:45,2,vnta,542.48,2,5.457,2,34.257,2,0.43,2,89.59,2,1480.613,2,27.0381,2,36.71258273,2,-122.1843664,2
1194467520,11/07/2007 20:32:00,2,vnta,536.25,2,5.612,2,34.266,2,0.44,2,89.6,2,1481.145,2,27.0265,2,36.71256585,2,-122.18433964,2
1194467535,11/07/2007 20:32:15,2,vnta,529.51,2,5.719,2,34.272,2,0.44,2,89.6,2,1481.47,2,27.0182,2,36.71255426,2,-122.1843008,2
1194467550,11/07/2007 20:32:30,2,vnta,522.58,2,5.788,2,34.271,2,0.44,2,89.6,2,1481.629,2,27.0089,2,36.71251666,2,-122.18425793,2
1194467565,11/07/2007 20:32:45,2,vnta,515.85,2,5.855,2,34.268,2,0.45,2,89.59,2,1481.781,2,26.9982,2,36.71250893,2,-122.18420086,2
1194467580,11/07/2007 20:33:00,2,vnta,508.72,2,5.961,2,34.282,2,0.47,2,89.6,2,1482.103,2,26.996,2,36.71247526,2,-122.18417533,2
1194467595,11/07/2007 20:33:15,2,vnta,501.69,2,6.078,2,34.283,2,0.46,2,89.6,2,1482.452,2,26.982,2,36.7124586,2,-122.1841176,2
1194467610,11/07/2007 20:33:30,2,vnta,494.46,2,6.18,2,34.293,2,0.45,2,89.6,2,1482.749,2,26.9769,2,36.71243013,2,-122.18407693,2
1194467625,11/07/2007 20:33:45,2,vnta,487.63,2,6.221,2,34.28,2,0.45,2,89.6,2,1482.781,2,26.9613,2,36.7124005,2,-122.18402657,2
1194467640,11/07/2007 20:34:00,2,vnta,480.69,2,6.243,2,34.271,2,0.48,2,89.6,2,1482.742,2,26.9513,2,36.71238113,2,-122.18401853,2
1194467655,11/07/2007 20:34:15,2,vnta,472.77,2,6.342,2,34.272,2,0.51,2,89.6,2,1483.002,2,26.9392,2,36.71235733,2,-122.18395186,2
1194467670,11/07/2007 20:34:30,2,vnta,465.44,2,6.425,2,34.267,2,0.53,2,89.59,2,1483.201,2,26.9244,2,36.71236,2,-122.1839028,2
1194467685,11/07/2007 20:34:45,2,vnta,457.91,2,6.465,2,34.269,2,0.54,2,89.58,2,1483.236,2,26.9207,2,36.7123276,2,-122.18384986,2
1194467700,11/07/2007 20:35:00,2,vnta,449.79,2,6.492,2,34.263,2,0.56,2,89.58,2,1483.199,2,26.9123,2,36.7123244,2,-122.18378386,2
1194467715,11/07/2007 20:35:15,2,vnta,442.46,2,6.506,2,34.249,2,0.58,2,89.58,2,1483.115,2,26.8993,2,36.7123048,2,-122.18377473,2
1194467730,11/07/2007 20:35:30,2,vnta,434.93,2,6.518,2,34.237,2,0.64,2,89.58,0,1483.021,2,26.8882,2,36.7123165,2,-122.18369378,2
1194467745,11/07/2007 20:35:45,2,vnta,427.7,2,6.555,2,34.232,2,0.67,2,89.58,2,1483.04,2,26.8793,2,36.71231193,2,-122.18361693,2
1194467760,11/07/2007 20:36:00,2,vnta,419.98,2,6.606,2,34.231,2,0.7,2,89.58,2,1483.11,2,26.8717,2,36.71228833,2,-122.1836006,2
1194467775,11/07/2007 20:36:15,2,vnta,414.33,2,6.593,2,34.226,2,0.68,2,89.57,2,1482.959,2,26.8694,2,36.7122674,2,-122.183547,2
1194467790,11/07/2007 20:36:30,2,vnta,411.75,2,6.645,2,34.226,2,0.67,2,89.58,2,1483.12,2,26.8625,2,36.7122322,2,-122.18351306,2
1194467805,11/07/2007 20:36:45,2,vnta,403.93,2,6.706,2,34.216,2,0.75,2,89.56,2,1483.216,2,26.8463,2,36.71215286,2,-122.18351586,2
1194467820,11/07/2007 20:37:00,2,vnta,395.8,2,6.63,2,34.164,2,0.85,2,89.58,2,1482.718,2,26.8153,2,36.71210333,2,-122.183476,2
1194467835,11/07/2007 20:37:15,2,vnta,387.48,2,6.635,2,34.148,2,1.01,2,89.61,2,1482.58,2,26.8019,2,36.71210571,2,-122.18341657,2
1194467850,11/07/2007 20:37:30,2,vnta,379.75,2,6.73,2,34.147,2,1.09,2,89.62,2,1482.822,2,26.7884,2,36.71208666,2,-122.1833646,2
1194467865,11/07/2007 20:37:45,2,vnta,371.13,2,6.959,2,34.17,2,1.15,2,89.6,2,1483.599,2,26.7756,2,36.71208753,2,-122.18333606,2
1194467880,11/07/2007 20:38:00,2,vnta,362.41,2,7.186,2,34.187,2,1.12,2,89.59,2,1484.355,2,26.7576,2,36.71203913,2,-122.18330353,2
1194467895,11/07/2007 20:38:15,2,vnta,354.18,2,7.509,2,34.224,2,1.08,2,89.58,2,1485.507,2,26.7412,2,36.71204526,2,-122.18324853,2
1194467910,11/07/2007 20:38:30,2,vnta,345.86,2,7.625,2,34.231,2,1.02,2,89.57,2,1485.821,2,26.73,2,36.7120322,2,-122.1832268,2
1194467925,11/07/2007 20:38:45,2,vnta,338.13,2,7.616,2,34.212,2,1.03,2,89.56,2,1485.635,2,26.7163,2,36.71204635,2,-122.18316064,2
1194467940,11/07/2007 20:39:00,2,vnta,330.1,2,7.575,2,34.194,2,1.13,2,89.58,2,1485.322,2,26.7079,2,36.71202053,2,-122.18315593,2
1194467955,11/07/2007 20:39:15,2,vnta,322.27,2,7.568,2,34.185,2,1.21,2,89.58,2,1485.154,2,26.7017,2,36.71204226,2,-122.18308366,2
1194467970,11/07/2007 20:39:30,2,vnta,314.15,2,7.453,2,34.149,2,1.31,2,89.6,2,1484.534,2,26.6896,2,36.71201813,2,-122.1830646,2
1194467985,11/07/2007 20:39:45,2,vnta,305.92,2,7.493,2,34.139,2,1.45,2,89.57,2,1484.538,2,26.676,2,36.71199093,2,-122.1829888,2
1194468000,11/07/2007 20:40:00,2,vnta,298.09,2,7.527,2,34.136,2,1.54,2,89.59,2,1484.535,2,26.6686,2,36.71195093,2,-122.1829614,2
1194468015,11/07/2007 20:40:15,2,vnta,289.76,2,7.613,2,34.147,2,1.52,2,89.57,2,1484.739,2,26.6649,2,36.71193393,2,-122.1829244,2
1194468030,11/07/2007 20:40:30,2,vnta,281.43,2,7.673,2,34.141,2,1.52,2,89.57,2,1484.823,2,26.6514,2,36.71191264,2,-122.18289014,2
1194468045,11/07/2007 20:40:45,2,vnta,273.7,2,7.686,2,34.119,2,1.62,2,89.57,2,1484.716,2,26.6321,2,36.71190686,2,-122.18284713,2
1194468060,11/07/2007 20:41:00,2,vnta,265.57,2,7.824,2,34.122,2,1.72,2,89.56,2,1485.111,2,26.6144,2,36.71188513,2,-122.1828146,2
1194468075,11/07/2007 20:41:15,2,vnta,257.34,2,7.977,2,34.12,2,1.76,2,89.55,2,1485.552,2,26.5902,2,36.71186966,2,-122.1827746,2
1194468090,11/07/2007 20:41:30,2,vnta,249.31,2,8.079,2,34.114,2,1.8,2,89.54,2,1485.797,2,26.5703,2,36.71184933,2,-122.18273586,2
1194468105,11/07/2007 20:41:45,2,vnta,241.18,2,8.145,2,34.11,2,1.79,2,89.53,2,1485.906,2,26.5572,2,36.7118246,2,-122.1826916,2
1194468120,11/07/2007 20:42:00,2,vnta,233.55,2,8.175,2,34.099,2,1.85,2,89.52,2,1485.879,2,26.544,2,36.71182486,2,-122.18263413,2
1194468135,11/07/2007 20:42:15,2,vnta,225.91,2,8.244,2,34.095,2,1.92,2,89.52,2,1486.007,2,26.5304,2,36.71181471,2,-122.18258257,2
1194468150,11/07/2007 20:42:30,2,vnta,218.77,2,8.298,2,34.094,2,1.95,2,89.48,2,1486.091,2,26.5213,2,36.711817,2,-122.1825176,2
1194468165,11/07/2007 20:42:45,2,vnta,210.94,2,8.371,2,34.087,2,1.97,2,89.5,2,1486.226,2,26.5047,2,36.71182153,2,-122.18247746,2
1194468180,11/07/2007 20:43:00,2,vnta,202.41,2,8.444,2,34.077,2,2.02,2,89.49,2,1486.345,2,26.4856,2,36.7117758,2,-122.182406,2
1194468195,11/07/2007 20:43:15,2,vnta,194.08,2,8.485,2,34.057,2,2.09,2,89.47,2,1486.336,2,26.4635,2,36.71175193,2,-122.18240973,2
1194468210,11/07/2007 20:43:30,2,vnta,185.85,2,8.539,2,34.037,2,2.19,2,89.5,2,1486.376,2,26.4394,2,36.71169813,2,-122.18238073,2
1194468225,11/07/2007 20:43:45,2,vnta,178.01,2,8.577,2,34.024,2,2.25,2,89.49,2,1486.372,2,26.4233,2,36.71167014,2,-122.18234335,2
1194468240,11/07/2007 20:44:00,2,vnta,171.37,2,8.645,2,34.006,2,2.27,2,89.47,2,1486.493,2,26.3986,2,36.7116662,2,-122.18227333,2
